host_time_ns,tx_start_ns,tx_end_ns,rx_end_ns,cycle_index,time_s,phase,acquisition_kind,overrun_ns,q_cmd_rad,goal_position_tick,q_present_rad,present_position_tick,dq_present_rad_s,present_velocity_raw,current_A_joint,present_current_raw,pwm_percent,present_pwm_raw,position_trajectory_rad,position_trajectory_tick,velocity_trajectory_rad_s,velocity_trajectory_raw,input_voltage_V,temperature_C,realtime_tick_ms,moving,moving_status,hardware_error
113865999530253,113865997091646,113865998446906,113865999530253,0,0.000000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.469000,13,0.000000000,2048,0.000000000,0,12.400,32,29155,0,1,
113866009515312,113866007159174,113866008438168,113866009515312,1,0.010000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.469000,13,0.000000000,2048,0.000000000,0,12.400,32,29165,0,1,
113866019480110,113866017150223,113866018427876,113866019480110,2,0.020000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.469000,13,0.000000000,2048,0.000000000,0,12.400,32,29175,0,1,
113866029530119,113866027154011,113866028443785,113866029530119,3,0.030000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.243000,11,0.000000000,2048,0.000000000,0,12.400,32,29185,0,1,
113866039438803,113866037153275,113866038415685,113866039438803,4,0.040000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.356000,12,0.000000000,2048,0.000000000,0,12.400,32,29195,0,1,
113866049435430,113866047148381,113866048416494,113866049435430,5,0.050000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.469000,13,0.000000000,2048,0.000000000,0,12.400,32,29205,0,1,
113866059480726,113866057157420,113866058420952,113866059480726,6,0.060000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.356000,12,0.000000000,2048,0.000000000,0,12.400,32,29215,0,1,
113866069435314,113866067154560,113866068413219,113866069435314,7,0.070000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.356000,12,0.000000000,2048,0.000000000,0,12.400,32,29225,0,1,
113866079435782,113866077143934,113866078414562,113866079435782,8,0.080000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-1.356000,12,0.000000000,2048,0.000000000,0,12.400,32,29235,0,1,
113866089442310,113866087143508,113866088405710,113866089442310,9,0.090000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.356000,12,0.000000000,2048,0.000000000,0,12.400,32,29245,0,1,
