time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.187,0.4476468871137302,12.0,1,0.4258448632434827,0.5407663911681567,0.0976302525018717,-0.011559195318494798,-0.025617161422019356,-0.19787980729648533,0.19787980729648533
1.188,0.4476468871137302,12.0,1,0.4263828167913836,0.5379535479009281,0.09533398395079044,-0.020732110477072768,-0.04594591630963717,-0.20110571084236747,0.20110571084236747
1.189,0.4476468871137302,12.0,1,0.42691716317683537,0.5343463854517329,0.0930444090981952,-0.029113132695417352,-0.06451970048173655,-0.20405520809211525,0.20405520809211525
1.19,0.4529141138313063,12.0,1,0.4274471770327696,0.5300138559342061,0.1129538375233297,0.07780275736095467,0.1724242682537623,-0.1766249277751032,0.1766249277751032
1.191,0.4529141138313063,12.0,1,0.4279818428570853,0.5346658243157381,0.11075131549644744,0.06199656974692191,0.13739504273946185,-0.17232673801112997,0.17232673801112997
1.192,0.4529141138313063,12.0,1,0.4285201225612239,0.5382797041386257,0.10852245899087314,0.047044182218619314,0.10425798480392777,-0.1775685967876902,0.1775685967876902
1.193,0.4529141138313063,12.0,1,0.42906071834898457,0.5405957877606771,0.10626995537030633,0.03320708435245665,0.07359260024358398,-0.18242153258398805,0.18242153258398805
1.194,0.4529141138313063,12.0,1,0.42960242960130846,0.5417112523238634,0.10399990241500964,0.020424104160881595,0.04526332143140665,-0.18690682449077517,0.18690682449077517
1.195,0.4529141138313063,12.0,1,0.4301441475366636,0.5417179353551399,0.10171795388347675,0.008636868338210252,0.01914078309989755,-0.1910447799092938,0.1910447799092938
1.196,0.4529141138313063,12.0,1,0.4306848501160595,0.5407025793959083,0.09942934359366974,-0.0022103066563304258,-0.0048984190375938284,-0.19485477228971654,0.19485477228971654
1.197,0.4529141138313063,12.0,1,0.43122359718315667,0.5387470670971723,0.09713890841185892,-0.012170520064816222,-0.02697196201810706,-0.19835527767745836,0.19835527767745836
1.198,0.4529141138313063,12.0,1,0.43175952583023974,0.5359286470830943,0.0948511101911897,-0.021294388917236062,-0.047192021870526686,-0.2015639100917737,0.2015639100917737
1.199,0.4529141138313063,12.0,1,0.43229184598111914,0.5323201508793894,0.0925700567007921,-0.029630146810419578,-0.06566549252664503,-0.20449745576132636,0.20449745576132636
1.2,0.45815594803123155,12.0,1,0.4328198361823158,0.5279902011966593,0.11238106996848546,0.07677520213829912,0.17014702945958005,-0.1760047579672356,0.1760047579672356
1.201,0.45815594803123155,12.0,1,0.4333524785523159,0.5326423700001286,0.11018707401227568,0.061012840412081264,0.1352149296371365,-0.17293145803172286,0.17293145803172286
