sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,113935067366686,113935067933720
1,0.010000000,center,0.000000000,2048,113935077429413,113935077914670
2,0.020000000,center,0.000000000,2048,113935087427406,113935087915093
3,0.030000000,center,0.000000000,2048,113935097440888,113935097941436
4,0.040000000,center,0.000000000,2048,113935107421047,113935107922128
5,0.050000000,center,0.000000000,2048,113935117428461,113935117940533
6,0.060000000,center,0.000000000,2048,113935127432588,113935127962769
7,0.070000000,center,0.000000000,2048,113935137431107,113935137956799
8,0.080000000,center,0.000000000,2048,113935147434001,113935147963099
9,0.090000000,center,0.000000000,2048,113935157430536,113935157956174
10,0.100000000,center,0.000000000,2048,113935167430318,113935167961273
11,0.110000000,center,0.000000000,2048,113935177428399,113935177961872
12,0.120000000,center,0.000000000,2048,113935187428856,113935187963179
13,0.130000000,center,0.000000000,2048,113935197429132,113935197959834
14,0.140000000,center,0.000000000,2048,113935207428224,113935207958979
15,0.150000000,center,0.000000000,2048,113935217426721,113935217961991
16,0.160000000,center,0.000000000,2048,113935227426681,113935227942781
17,0.170000000,center,0.000000000,2048,113935237430085,113935237936668
18,0.180000000,center,0.000000000,2048,113935247426336,113935247953231
19,0.190000000,center,0.000000000,2048,113935257429500,113935257938465
20,0.200000000,center,0.000000000,2048,113935267431453,113935267937540
21,0.210000000,center,0.000000000,2048,113935277436069,113935277967469
22,0.220000000,center,0.000000000,2048,113935287439194,113935287943885
23,0.230000000,center,0.000000000,2048,113935297442395,113935297947371
24,0.240000000,center,0.000000000,2048,113935307433173,113935307939812
25,0.250000000,center,0.000000000,2048,113935317450241,113935317944788
26,0.260000000,center,0.000000000,2048,113935327429397,113935327956365
27,0.270000000,center,0.000000000,2048,113935337441414,113935337939773
28,0.280000000,center,0.000000000,2048,113935347515538,113935347946069
29,0.290000000,center,0.000000000,2048,113935357441077,113935357952137
30,0.300000000,center,0.000000000,2048,113935367510939,113935367953468
31,0.310000000,center,0.000000000,2048,113935377511948,113935377950854
32,0.320000000,center,0.000000000,2048,113935387451936,113935387950157
33,0.330000000,center,0.000000000,2048,113935397505090,113935397948399
34,0.340000000,center,0.000000000,2048,113935407451694,113935408148855
35,0.350000000,center,0.000000000,2048,113935417454306,113935418029506
36,0.360000000,center,0.000000000,2048,113935427428824,113935427941021
37,0.370000000,center,0.000000000,2048,113935437426993,113935437937903
38,0.380000000,center,0.000000000,2048,113935447429000,113935447933416
39,0.390000000,center,0.000000000,2048,113935457513311,113935458933746
40,0.400000000,center,0.000000000,2048,113935467511902,113935467950995
41,0.410000000,center,0.000000000,2048,113935477451731,113935477947863
42,0.420000000,center,0.000000000,2048,113935487440785,113935487953394
43,0.430000000,center,0.000000000,2048,113935497429029,113935497941762
44,0.440000000,center,0.000000000,2048,113935507429459,113935507943588
45,0.450000000,center,0.000000000,2048,113935517453445,113935517950323
46,0.460000000,center,0.000000000,2048,113935527429499,113935527937053
47,0.470000000,center,0.000000000,2048,113935537434506,113935537940207
48,0.480000000,center,0.000000000,2048,113935547502539,113935547944605
49,0.490000000,center,0.000000000,2048,113935557507456,113935557942761
50,0.500000000,center,0.000000000,2048,113935567439847,113935567904300
51,0.510000000,center,0.000000000,2048,113935577433440,113935577918476
52,0.520000000,center,0.000000000,2048,113935587426589,113935587912113
53,0.530000000,center,0.000000000,2048,113935597446745,113935597912307
54,0.540000000,center,0.000000000,2048,113935607449544,113935607924908
55,0.550000000,center,0.000000000,2048,113935617429969,113935617924492
56,0.560000000,center,0.000000000,2048,113935627427780,113935627933646
57,0.570000000,center,0.000000000,2048,113935637431541,113935637918571
58,0.580000000,center,0.000000000,2048,113935647431056,113935647913415
59,0.590000000,center,0.000000000,2048,113935657427349,113935657917197
60,0.600000000,center,0.000000000,2048,113935667435745,113935667912274
61,0.610000000,center,0.000000000,2048,113935677451354,113935677929539
62,0.620000000,center,0.000000000,2048,113935687507117,113935687924883
63,0.630000000,center,0.000000000,2048,113935697440729,113935697926732
64,0.640000000,center,0.000000000,2048,113935707516593,113935708923170
65,0.650000000,center,0.000000000,2048,113935717509415,113935717926644
66,0.660000000,center,0.000000000,2048,113935727501152,113935727928442
67,0.670000000,center,0.000000000,2048,113935737506914,113935737925467
68,0.680000000,center,0.000000000,2048,113935747455795,113935747927936
69,0.690000000,center,0.000000000,2048,113935757507422,113935758943190
70,0.700000000,center,0.000000000,2048,113935767450659,113935767928839
71,0.710000000,center,0.000000000,2048,113935777451982,113935777930149
72,0.720000000,center,0.000000000,2048,113935787439286,113935787924196
73,0.730000000,center,0.000000000,2048,113935797429285,113935797915729
74,0.740000000,center,0.000000000,2048,113935807505755,113935809012273
75,0.750000000,center,0.000000000,2048,113935817430193,113935817919495
76,0.760000000,center,0.000000000,2048,113935827431453,113935827921848
77,0.770000000,center,0.000000000,2048,113935837431773,113935837915634
78,0.780000000,center,0.000000000,2048,113935847432968,113935847916972
79,0.790000000,center,0.000000000,2048,113935857429001,113935857919830
80,0.800000000,center,0.000000000,2048,113935867427473,113935867915696
81,0.810000000,center,0.000000000,2048,113935877428969,113935877915722
82,0.820000000,center,0.000000000,2048,113935887437282,113935887931357
83,0.830000000,center,0.000000000,2048,113935897448909,113935898036907
84,0.840000000,center,0.000000000,2048,113935907435419,113935907930627
85,0.850000000,center,0.000000000,2048,113935917438580,113935917991939
86,0.860000000,center,0.000000000,2048,113935927431773,113935927980396
87,0.870000000,center,0.000000000,2048,113935937435754,113935937978635
88,0.880000000,center,0.000000000,2048,113935947440298,113935947944130
89,0.890000000,center,0.000000000,2048,113935957430497,113935957984600
90,0.900000000,center,0.000000000,2048,113935967429843,113935967909817
91,0.910000000,center,0.000000000,2048,113935977430166,113935977977873
92,0.920000000,center,0.000000000,2048,113935987437979,113935987980363
93,0.930000000,center,0.000000000,2048,113935997452499,113935997948257
94,0.940000000,center,0.000000000,2048,113936007429244,113936007905462
95,0.950000000,center,0.000000000,2048,113936017438638,113936017930018
96,0.960000000,center,0.000000000,2048,113936027429868,113936027924614
97,0.970000000,center,0.000000000,2048,113936037439701,113936037923163
98,0.980000000,center,0.000000000,2048,113936047438495,113936047905450
99,0.990000000,center,0.000000000,2048,113936057439593,113936057912627
100,1.000000000,center,0.000000000,2048,113936067453848,113936067890392
101,1.010000000,center,0.000000000,2048,113936077440682,113936077911704
102,1.020000000,center,0.000000000,2048,113936087442806,113936087903444
103,1.030000000,center,0.000000000,2048,113936097440583,113936097907944
