sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,112219160840897,112219162275379
1,0.010000000,center,0.000000000,2048,112219170900928,112219172284334
2,0.020000000,center,0.000000000,2048,112219180900067,112219182284087
3,0.030000000,center,0.000000000,2048,112219190899683,112219192271541
4,0.040000000,center,0.000000000,2048,112219200899567,112219202278406
5,0.050000000,center,0.000000000,2048,112219210899581,112219212282568
6,0.060000000,center,0.000000000,2048,112219220904764,112219222277884
7,0.070000000,center,0.000000000,2048,112219230900509,112219232278267
8,0.080000000,center,0.000000000,2048,112219240901098,112219242220683
9,0.090000000,center,0.000000000,2048,112219250899915,112219252219329
10,0.100000000,center,0.000000000,2048,112219260898611,112219262221626
11,0.110000000,center,0.000000000,2048,112219270901639,112219272219542
12,0.120000000,center,0.000000000,2048,112219280900115,112219282222192
13,0.130000000,center,0.000000000,2048,112219290899996,112219292218795
14,0.140000000,center,0.000000000,2048,112219300900108,112219302222568
15,0.150000000,center,0.000000000,2048,112219310900336,112219312221261
16,0.160000000,center,0.000000000,2048,112219320900414,112219322222029
17,0.170000000,center,0.000000000,2048,112219330901303,112219332224158
18,0.180000000,center,0.000000000,2048,112219340899947,112219342220883
19,0.190000000,center,0.000000000,2048,112219350899924,112219352220906
20,0.200000000,center,0.000000000,2048,112219360899592,112219362217530
21,0.210000000,center,0.000000000,2048,112219370898713,112219372221036
22,0.220000000,center,0.000000000,2048,112219380899907,112219382216768
23,0.230000000,center,0.000000000,2048,112219390899874,112219392218136
24,0.240000000,center,0.000000000,2048,112219400900287,112219402218676
25,0.250000000,center,0.000000000,2048,112219410899761,112219412218513
26,0.260000000,center,0.000000000,2048,112219420900004,112219422224926
27,0.270000000,center,0.000000000,2048,112219430899576,112219432225469
28,0.280000000,center,0.000000000,2048,112219440900222,112219442221734
29,0.290000000,center,0.000000000,2048,112219450899838,112219452221260
30,0.300000000,center,0.000000000,2048,112219460899828,112219462219006
31,0.310000000,center,0.000000000,2048,112219470899914,112219472218057
32,0.320000000,center,0.000000000,2048,112219480899001,112219482216286
33,0.330000000,center,0.000000000,2048,112219490899927,112219492217795
34,0.340000000,center,0.000000000,2048,112219500899958,112219502216538
35,0.350000000,center,0.000000000,2048,112219510901550,112219512224875
36,0.360000000,center,0.000000000,2048,112219520900231,112219522206893
37,0.370000000,center,0.000000000,2048,112219530899989,112219532218779
38,0.380000000,center,0.000000000,2048,112219540900127,112219542220161
39,0.390000000,center,0.000000000,2048,112219550899398,112219552199878
40,0.400000000,center,0.000000000,2048,112219560899461,112219562202645
41,0.410000000,center,0.000000000,2048,112219570900208,112219572200125
42,0.420000000,center,0.000000000,2048,112219580899640,112219582204036
43,0.430000000,center,0.000000000,2048,112219590899888,112219592202015
44,0.440000000,center,0.000000000,2048,112219600899523,112219602202655
45,0.450000000,center,0.000000000,2048,112219610899619,112219612196305
46,0.460000000,center,0.000000000,2048,112219620900778,112219622201338
47,0.470000000,center,0.000000000,2048,112219630899731,112219632197583
48,0.480000000,center,0.000000000,2048,112219640899599,112219642204716
49,0.490000000,center,0.000000000,2048,112219650900565,112219652203276
50,0.500000000,center,0.000000000,2048,112219660899839,112219662198369
51,0.510000000,center,0.000000000,2048,112219670899744,112219672201807
52,0.520000000,center,0.000000000,2048,112219680899723,112219682202301
53,0.530000000,center,0.000000000,2048,112219690899508,112219692197960
54,0.540000000,center,0.000000000,2048,112219700899583,112219702193406
55,0.550000000,center,0.000000000,2048,112219710901905,112219712197282
56,0.560000000,center,0.000000000,2048,112219720899783,112219722203940
57,0.570000000,center,0.000000000,2048,112219730904344,112219732202535
58,0.580000000,center,0.000000000,2048,112219740900126,112219742201931
59,0.590000000,center,0.000000000,2048,112219750899526,112219752201357
60,0.600000000,center,0.000000000,2048,112219760900152,112219762194541
61,0.610000000,center,0.000000000,2048,112219770900055,112219772194040
62,0.620000000,center,0.000000000,2048,112219780899706,112219782202644
63,0.630000000,center,0.000000000,2048,112219790899804,112219792204153
64,0.640000000,center,0.000000000,2048,112219800899691,112219802200826
65,0.650000000,center,0.000000000,2048,112219810899581,112219812193189
66,0.660000000,center,0.000000000,2048,112219820899913,112219822200924
67,0.670000000,center,0.000000000,2048,112219830899960,112219832198806
68,0.680000000,center,0.000000000,2048,112219840899309,112219842196801
69,0.690000000,center,0.000000000,2048,112219850899618,112219852195894
70,0.700000000,center,0.000000000,2048,112219860900398,112219862200077
71,0.710000000,center,0.000000000,2048,112219870900220,112219872198016
72,0.720000000,center,0.000000000,2048,112219880900341,112219882202317
73,0.730000000,center,0.000000000,2048,112219890899709,112219892198892
74,0.740000000,center,0.000000000,2048,112219900900009,112219902201675
75,0.750000000,center,0.000000000,2048,112219910899968,112219912194156
76,0.760000000,center,0.000000000,2048,112219920899696,112219922194905
77,0.770000000,center,0.000000000,2048,112219930900009,112219932179894
78,0.780000000,center,0.000000000,2048,112219940899852,112219942196253
79,0.790000000,center,0.000000000,2048,112219950899561,112219952180545
80,0.800000000,center,0.000000000,2048,112219960899349,112219962178793
81,0.810000000,center,0.000000000,2048,112219970899774,112219972194805
82,0.820000000,center,0.000000000,2048,112219980900495,112219982176818
83,0.830000000,center,0.000000000,2048,112219990900168,112219992181314
84,0.840000000,center,0.000000000,2048,112220000898688,112220002178872
85,0.850000000,center,0.000000000,2048,112220010900625,112220012176175
86,0.860000000,center,0.000000000,2048,112220020900046,112220022172860
87,0.870000000,center,0.000000000,2048,112220030899798,112220032175923
88,0.880000000,center,0.000000000,2048,112220040899481,112220042181554
89,0.890000000,center,0.000000000,2048,112220050899175,112220052180509
90,0.900000000,center,0.000000000,2048,112220060899544,112220062179235
91,0.910000000,center,0.000000000,2048,112220070899739,112220072176248
92,0.920000000,center,0.000000000,2048,112220080900272,112220082176398
93,0.930000000,center,0.000000000,2048,112220090900068,112220092178839
94,0.940000000,center,0.000000000,2048,112220100900081,112220102176722
95,0.950000000,center,0.000000000,2048,112220110900224,112220112183735
96,0.960000000,center,0.000000000,2048,112220120899213,112220122177485
97,0.970000000,center,0.000000000,2048,112220130899256,112220132164954
98,0.980000000,center,0.000000000,2048,112220140899500,112220142172931
99,0.990000000,center,0.000000000,2048,112220150899799,112220152177872
100,1.000000000,sine_f1,0.000000000,2048,112220160899376,112220162175776
