sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,114293826608030,114293827961949
1,0.010000000,center,0.000000000,2048,114293836668793,114293837906108
2,0.020000000,center,0.000000000,2048,114293846666955,114293847963912
3,0.030000000,center,0.000000000,2048,114293856667183,114293857958116
4,0.040000000,center,0.000000000,2048,114293866667416,114293867979447
5,0.050000000,center,0.000000000,2048,114293876668165,114293877958832
6,0.060000000,center,0.000000000,2048,114293886667751,114293887957504
7,0.070000000,center,0.000000000,2048,114293896666363,114293897955691
8,0.080000000,center,0.000000000,2048,114293906668480,114293907959123
9,0.090000000,center,0.000000000,2048,114293916667186,114293917954761
10,0.100000000,center,0.000000000,2048,114293926668438,114293927957938
11,0.110000000,center,0.000000000,2048,114293936669278,114293937958833
12,0.120000000,center,0.000000000,2048,114293946667949,114293947958659
13,0.130000000,center,0.000000000,2048,114293956667378,114293957960837
14,0.140000000,center,0.000000000,2048,114293966667543,114293967979688
15,0.150000000,center,0.000000000,2048,114293976667808,114293977963203
16,0.160000000,center,0.000000000,2048,114293986667845,114293987958633
17,0.170000000,center,0.000000000,2048,114293996666888,114293997959701
18,0.180000000,center,0.000000000,2048,114294006668607,114294007956174
19,0.190000000,center,0.000000000,2048,114294016668172,114294017990205
20,0.200000000,center,0.000000000,2048,114294026668011,114294027970407
21,0.210000000,center,0.000000000,2048,114294036667852,114294037955345
22,0.220000000,center,0.000000000,2048,114294046667240,114294047957794
23,0.230000000,center,0.000000000,2048,114294056667524,114294057958332
24,0.240000000,center,0.000000000,2048,114294066669580,114294067958545
25,0.250000000,center,0.000000000,2048,114294076667475,114294077953514
26,0.260000000,center,0.000000000,2048,114294086667838,114294087954005
27,0.270000000,center,0.000000000,2048,114294096666946,114294097958826
28,0.280000000,center,0.000000000,2048,114294106667435,114294107960638
29,0.290000000,center,0.000000000,2048,114294116669648,114294117959275
30,0.300000000,center,0.000000000,2048,114294126667272,114294127904865
31,0.310000000,center,0.000000000,2048,114294136667610,114294137957421
32,0.320000000,center,0.000000000,2048,114294146667109,114294147958099
33,0.330000000,center,0.000000000,2048,114294156667304,114294157962278
34,0.340000000,center,0.000000000,2048,114294166669756,114294167944866
35,0.350000000,center,0.000000000,2048,114294176668834,114294177954153
36,0.360000000,center,0.000000000,2048,114294186667841,114294187952573
37,0.370000000,center,0.000000000,2048,114294196667537,114294197958443
38,0.380000000,center,0.000000000,2048,114294206668412,114294207936231
39,0.390000000,center,0.000000000,2048,114294216670375,114294217955398
40,0.400000000,center,0.000000000,2048,114294226667962,114294227940059
41,0.410000000,center,0.000000000,2048,114294236667579,114294237938284
42,0.420000000,center,0.000000000,2048,114294246667348,114294247945979
43,0.430000000,center,0.000000000,2048,114294256667375,114294257932314
44,0.440000000,center,0.000000000,2048,114294266669405,114294267941217
45,0.450000000,center,0.000000000,2048,114294276667128,114294277935398
46,0.460000000,center,0.000000000,2048,114294286667981,114294287942200
47,0.470000000,center,0.000000000,2048,114294296667148,114294297937737
48,0.480000000,center,0.000000000,2048,114294306667989,114294307934807
49,0.490000000,center,0.000000000,2048,114294316669413,114294317937193
50,0.500000000,center,0.000000000,2048,114294326667330,114294327939582
51,0.510000000,center,0.000000000,2048,114294336667099,114294337937434
52,0.520000000,center,0.000000000,2048,114294346666999,114294347933885
53,0.530000000,center,0.000000000,2048,114294356667193,114294357953557
54,0.540000000,center,0.000000000,2048,114294366669647,114294367945863
55,0.550000000,center,0.000000000,2048,114294376667064,114294377940362
56,0.560000000,center,0.000000000,2048,114294386667321,114294387895344
57,0.570000000,center,0.000000000,2048,114294396667640,114294397874179
58,0.580000000,center,0.000000000,2048,114294406667832,114294407877390
59,0.590000000,center,0.000000000,2048,114294416669839,114294417879361
60,0.600000000,center,0.000000000,2048,114294426670296,114294427879562
61,0.610000000,center,0.000000000,2048,114294436667907,114294437875585
62,0.620000000,center,0.000000000,2048,114294446668382,114294447882897
63,0.630000000,center,0.000000000,2048,114294456668075,114294457877874
64,0.640000000,center,0.000000000,2048,114294466670277,114294467884230
65,0.650000000,center,0.000000000,2048,114294476668223,114294477882095
66,0.660000000,center,0.000000000,2048,114294486668605,114294487878537
67,0.670000000,center,0.000000000,2048,114294496668885,114294497855098
68,0.680000000,center,0.000000000,2048,114294506669048,114294507828242
69,0.690000000,center,0.000000000,2048,114294516666997,114294517839185
70,0.700000000,center,0.000000000,2048,114294526666709,114294527869474
71,0.710000000,center,0.000000000,2048,114294536667876,114294537879230
72,0.720000000,center,0.000000000,2048,114294546668999,114294547884282
73,0.730000000,center,0.000000000,2048,114294556669485,114294557880597
74,0.740000000,center,0.000000000,2048,114294566674568,114294567884788
75,0.750000000,center,0.000000000,2048,114294576668287,114294577874910
76,0.760000000,center,0.000000000,2048,114294586667745,114294587879464
77,0.770000000,center,0.000000000,2048,114294596670019,114294597863831
