sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,112276779947656,112276781412985
1,0.010000000,center,0.000000000,2048,112276790017313,112276791406641
2,0.020000000,center,0.000000000,2048,112276800007347,112276801403516
3,0.030000000,center,0.000000000,2048,112276810007318,112276811406139
4,0.040000000,center,0.000000000,2048,112276820006683,112276821404873
5,0.050000000,center,0.000000000,2048,112276830006549,112276831410901
6,0.060000000,center,0.000000000,2048,112276840009544,112276841402318
7,0.070000000,center,0.000000000,2048,112276850006540,112276851407951
8,0.080000000,center,0.000000000,2048,112276860007540,112276861385467
9,0.090000000,center,0.000000000,2048,112276870006936,112276871386992
10,0.100000000,center,0.000000000,2048,112276880007031,112276881409982
11,0.110000000,center,0.000000000,2048,112276890008067,112276891382946
12,0.120000000,center,0.000000000,2048,112276900009231,112276901383261
13,0.130000000,center,0.000000000,2048,112276910006837,112276911386791
14,0.140000000,center,0.000000000,2048,112276920006302,112276921381161
15,0.150000000,center,0.000000000,2048,112276930006114,112276931382508
16,0.160000000,center,0.000000000,2048,112276940006581,112276941381083
17,0.170000000,center,0.000000000,2048,112276950006790,112276951382880
18,0.180000000,center,0.000000000,2048,112276960006916,112276961377099
19,0.190000000,center,0.000000000,2048,112276970006734,112276971380393
20,0.200000000,center,0.000000000,2048,112276980006967,112276981376028
21,0.210000000,center,0.000000000,2048,112276990009612,112276991378119
22,0.220000000,center,0.000000000,2048,112277000009010,112277001382633
23,0.230000000,center,0.000000000,2048,112277010007447,112277011377942
24,0.240000000,center,0.000000000,2048,112277020006536,112277021381861
25,0.250000000,center,0.000000000,2048,112277030006228,112277031376926
26,0.260000000,center,0.000000000,2048,112277040006464,112277041376340
27,0.270000000,center,0.000000000,2048,112277050010009,112277051383925
28,0.280000000,center,0.000000000,2048,112277060007570,112277061385300
29,0.290000000,center,0.000000000,2048,112277070007647,112277071389100
30,0.300000000,center,0.000000000,2048,112277080006801,112277081382476
31,0.310000000,center,0.000000000,2048,112277090006275,112277091380293
32,0.320000000,center,0.000000000,2048,112277100006970,112277101388866
33,0.330000000,center,0.000000000,2048,112277110009035,112277111383117
34,0.340000000,center,0.000000000,2048,112277120006843,112277121387512
35,0.350000000,center,0.000000000,2048,112277130006758,112277131381660
36,0.360000000,center,0.000000000,2048,112277140007115,112277141380682
37,0.370000000,center,0.000000000,2048,112277150007075,112277151386499
38,0.380000000,center,0.000000000,2048,112277160006856,112277161348425
39,0.390000000,center,0.000000000,2048,112277170007085,112277171386860
40,0.400000000,center,0.000000000,2048,112277180006491,112277181380382
41,0.410000000,center,0.000000000,2048,112277190006945,112277191379767
42,0.420000000,center,0.000000000,2048,112277200007062,112277201380218
43,0.430000000,center,0.000000000,2048,112277210007440,112277211382993
44,0.440000000,center,0.000000000,2048,112277220009189,112277221383069
45,0.450000000,center,0.000000000,2048,112277230006600,112277231378221
46,0.460000000,center,0.000000000,2048,112277240006543,112277241381911
47,0.470000000,center,0.000000000,2048,112277250006543,112277251378815
48,0.480000000,center,0.000000000,2048,112277260006829,112277261373540
49,0.490000000,center,0.000000000,2048,112277270006658,112277271388496
50,0.500000000,center,0.000000000,2048,112277280006889,112277281360089
51,0.510000000,center,0.000000000,2048,112277290006767,112277291365389
52,0.520000000,center,0.000000000,2048,112277300006751,112277301372920
53,0.530000000,center,0.000000000,2048,112277310007410,112277311367991
54,0.540000000,center,0.000000000,2048,112277320007133,112277321358439
55,0.550000000,center,0.000000000,2048,112277330008741,112277331365994
56,0.560000000,center,0.000000000,2048,112277340006567,112277341367597
57,0.570000000,center,0.000000000,2048,112277350006456,112277351366014
58,0.580000000,center,0.000000000,2048,112277360007804,112277361364868
59,0.590000000,center,0.000000000,2048,112277370006847,112277371361513
60,0.600000000,center,0.000000000,2048,112277380007431,112277381360595
61,0.610000000,center,0.000000000,2048,112277390006777,112277391360844
62,0.620000000,center,0.000000000,2048,112277400007413,112277401362820
63,0.630000000,center,0.000000000,2048,112277410007263,112277411358780
64,0.640000000,center,0.000000000,2048,112277420006867,112277421358730
65,0.650000000,center,0.000000000,2048,112277430007190,112277431364534
66,0.660000000,center,0.000000000,2048,112277440041584,112277442372292
67,0.670000000,center,0.000000000,2048,112277450010398,112277451366155
68,0.680000000,center,0.000000000,2048,112277460007865,112277461369485
69,0.690000000,center,0.000000000,2048,112277470006970,112277471367613
70,0.700000000,center,0.000000000,2048,112277480006794,112277481369685
71,0.710000000,center,0.000000000,2048,112277490006840,112277491358959
72,0.720000000,center,0.000000000,2048,112277500006820,112277501360194
73,0.730000000,center,0.000000000,2048,112277510008646,112277511322228
74,0.740000000,center,0.000000000,2048,112277520007349,112277521306294
75,0.750000000,center,0.000000000,2048,112277530006846,112277531302126
76,0.760000000,center,0.000000000,2048,112277540007204,112277541300401
77,0.770000000,center,0.000000000,2048,112277550009639,112277551305127
78,0.780000000,center,0.000000000,2048,112277560006831,112277561303042
79,0.790000000,center,0.000000000,2048,112277570010961,112277571360443
80,0.800000000,center,0.000000000,2048,112277580007276,112277581366146
81,0.810000000,center,0.000000000,2048,112277590006771,112277591357810
82,0.820000000,center,0.000000000,2048,112277600006906,112277601366610
83,0.830000000,center,0.000000000,2048,112277610007432,112277611356370
84,0.840000000,center,0.000000000,2048,112277620006735,112277621369596
85,0.850000000,center,0.000000000,2048,112277630009502,112277631362044
86,0.860000000,center,0.000000000,2048,112277640007288,112277641355575
87,0.870000000,center,0.000000000,2048,112277650008799,112277651360496
88,0.880000000,center,0.000000000,2048,112277660006668,112277661358218
89,0.890000000,center,0.000000000,2048,112277670006593,112277671359464
90,0.900000000,center,0.000000000,2048,112277680006768,112277681339643
91,0.910000000,center,0.000000000,2048,112277690006715,112277691359554
92,0.920000000,center,0.000000000,2048,112277700009788,112277701338115
93,0.930000000,center,0.000000000,2048,112277710007739,112277711337672
94,0.940000000,center,0.000000000,2048,112277720007091,112277721357314
95,0.950000000,center,0.000000000,2048,112277730007034,112277731356907
96,0.960000000,center,0.000000000,2048,112277740006531,112277741336168
97,0.970000000,center,0.000000000,2048,112277750007054,112277751338198
98,0.980000000,center,0.000000000,2048,112277760006474,112277761333877
99,0.990000000,center,0.000000000,2048,112277770006573,112277771338754
100,1.000000000,sine_f1,0.000000000,2048,112277780006303,112277781330162
101,1.010000000,sine_f1,0.001099512,2047,112277790006755,112277791340740
102,1.020000000,sine_f1,0.002198753,2047,112277800006305,112277801343437
103,1.030000000,sine_f1,0.003297452,2046,112277810009664,112277811339695
104,1.040000000,sine_f1,0.004395336,2045,112277820007040,112277821342963
105,1.050000000,sine_f1,0.005492137,2044,112277830007014,112277831334335
106,1.060000000,sine_f1,0.006587582,2044,112277840007377,112277841338710
107,1.070000000,sine_f1,0.007681402,2043,112277850006674,112277851344947
108,1.080000000,sine_f1,0.008773326,2042,112277860007372,112277861340562
109,1.090000000,sine_f1,0.009863086,2042,112277870008853,112277871344201
110,1.100000000,sine_f1,0.010950413,2041,112277880006835,112277881371130
111,1.110000000,sine_f1,0.012035037,2040,112277890007751,112277891339814
112,1.120000000,sine_f1,0.013116692,2039,112277900008011,112277901338749
113,1.130000000,sine_f1,0.014195111,2039,112277910007307,112277911337152
114,1.140000000,sine_f1,0.015270027,2038,112277920006758,112277921337634
115,1.150000000,sine_f1,0.016341175,2037,112277930006634,112277931338153
116,1.160000000,sine_f1,0.017408292,2037,112277940006882,112277941338459
117,1.170000000,sine_f1,0.018471113,2036,112277950009100,112277951339657
118,1.180000000,sine_f1,0.019529377,2035,112277960010725,112277961341032
119,1.190000000,sine_f1,0.020582823,2035,112277970009305,112277971339117
120,1.200000000,sine_f1,0.021631190,2034,112277980006994,112277981340347
121,1.210000000,sine_f1,0.022674219,2033,112277990006852,112277991342191
122,1.220000000,sine_f1,0.023711654,2033,112278000006774,112278001338415
123,1.230000000,sine_f1,0.024743239,2032,112278010006665,112278011333910
124,1.240000000,sine_f1,0.025768719,2031,112278020009678,112278021338042
125,1.250000000,sine_f1,0.026787840,2031,112278030007124,112278031339188
126,1.260000000,sine_f1,0.027800352,2030,112278040006826,112278041337920
127,1.270000000,sine_f1,0.028806005,2029,112278050007053,112278051346532
128,1.280000000,sine_f1,0.029804550,2029,112278060008214,112278061346309
129,1.290000000,sine_f1,0.030795742,2028,112278070011427,112278071344715
130,1.300000000,sine_f1,0.031779335,2027,112278080006904,112278081343639
131,1.310000000,sine_f1,0.032755087,2027,112278090006487,112278091343384
132,1.320000000,sine_f1,0.033722757,2026,112278100006395,112278101334565
133,1.330000000,sine_f1,0.034682107,2025,112278110007076,112278111316149
134,1.340000000,sine_f1,0.035632899,2025,112278120009078,112278121278359
135,1.350000000,sine_f1,0.036574900,2024,112278130006688,112278131261053
136,1.360000000,sine_f1,0.037507876,2024,112278140007037,112278141281141
137,1.370000000,sine_f1,0.038431597,2023,112278150007176,112278151281779
138,1.380000000,sine_f1,0.039345836,2022,112278160007123,112278161261240
139,1.390000000,sine_f1,0.040250368,2022,112278170009604,112278171264628
140,1.400000000,sine_f1,0.041144968,2021,112278180006570,112278181265300
141,1.410000000,sine_f1,0.042029416,2021,112278190006734,112278191262307
142,1.420000000,sine_f1,0.042903494,2020,112278200006565,112278201248735
143,1.430000000,sine_f1,0.043766986,2019,112278210008930,112278211262625
144,1.440000000,sine_f1,0.044619679,2019,112278220006982,112278221263466
145,1.450000000,sine_f1,0.045461363,2018,112278230007071,112278231258139
146,1.460000000,sine_f1,0.046291831,2018,112278240006778,112278241262315
147,1.470000000,sine_f1,0.047110876,2017,112278250007218,112278251264581
148,1.480000000,sine_f1,0.047918297,2017,112278260007424,112278261263184
149,1.490000000,sine_f1,0.048713896,2016,112278270006951,112278271259807
150,1.500000000,sine_f1,0.049497475,2016,112278280009202,112278281260658
151,1.510000000,sine_f1,0.050268841,2015,112278290006687,112278291260253
152,1.520000000,sine_f1,0.051027804,2015,112278300006130,112278301262416
153,1.530000000,sine_f1,0.051774177,2014,112278310007315,112278311261531
154,1.540000000,sine_f1,0.052507775,2014,112278320006752,112278321260402
155,1.550000000,sine_f1,0.053228418,2013,112278330006146,112278331260577
156,1.560000000,sine_f1,0.053935927,2013,112278340006664,112278341258002
157,1.570000000,sine_f1,0.054630129,2012,112278350007294,112278351261539
158,1.580000000,sine_f1,0.055310851,2012,112278360007058,112278361263851
159,1.590000000,sine_f1,0.055977926,2012,112278370006836,112278371265150
160,1.600000000,sine_f1,0.056631190,2011,112278380006872,112278381263360
161,1.610000000,sine_f1,0.057270480,2011,112278390009356,112278391259921
162,1.620000000,sine_f1,0.057895640,2010,112278400006908,112278401259239
163,1.630000000,sine_f1,0.058506515,2010,112278410006530,112278411262214
164,1.640000000,sine_f1,0.059102955,2009,112278420006817,112278421259520
165,1.650000000,sine_f1,0.059684812,2009,112278430006486,112278431258001
166,1.660000000,sine_f1,0.060251942,2009,112278440007424,112278441256888
167,1.670000000,sine_f1,0.060804206,2008,112278450006691,112278451264512
168,1.680000000,sine_f1,0.061341468,2008,112278460007158,112278461259655
169,1.690000000,sine_f1,0.061863594,2008,112278470006601,112278471261390
170,1.700000000,sine_f1,0.062370457,2007,112278480006807,112278481263761
171,1.710000000,sine_f1,0.062861930,2007,112278490008958,112278491261408
172,1.720000000,sine_f1,0.063337894,2007,112278500006431,112278501258830
173,1.730000000,sine_f1,0.063798229,2006,112278510006452,112278511263774
174,1.740000000,sine_f1,0.064242824,2006,112278520006551,112278521243237
175,1.750000000,sine_f1,0.064671567,2006,112278530006320,112278531242184
176,1.760000000,sine_f1,0.065084354,2006,112278540009837,112278541239603
177,1.770000000,sine_f1,0.065481082,2005,112278550007137,112278551260999
178,1.780000000,sine_f1,0.065861654,2005,112278560010337,112278562256464
179,1.790000000,sine_f1,0.066225975,2005,112278570010934,112278572260579
180,1.800000000,sine_f1,0.066573956,2005,112278580007368,112278581243803
181,1.810000000,sine_f1,0.066905511,2004,112278590009772,112278592238320
182,1.820000000,sine_f1,0.067220558,2004,112278600009480,112278602238587
183,1.830000000,sine_f1,0.067519019,2004,112278610006795,112278611240022
184,1.840000000,sine_f1,0.067800821,2004,112278620007345,112278622235704
185,1.850000000,sine_f1,0.068065894,2004,112278630006616,112278631237861
186,1.860000000,sine_f1,0.068314173,2003,112278640007141,112278641240764
187,1.870000000,sine_f1,0.068545597,2003,112278650007470,112278652235110
188,1.880000000,sine_f1,0.068760108,2003,112278660008580,112278662235647
189,1.890000000,sine_f1,0.068957653,2003,112278670007343,112278672234513
190,1.900000000,sine_f1,0.069138184,2003,112278680009797,112278682234688
191,1.910000000,sine_f1,0.069301656,2003,112278690009075,112278692240033
192,1.920000000,sine_f1,0.069448029,2003,112278700005881,112278702237475
193,1.930000000,sine_f1,0.069577267,2003,112278710007154,112278712239107
194,1.940000000,sine_f1,0.069689338,2003,112278720006581,112278722240469
195,1.950000000,sine_f1,0.069784213,2003,112278730006363,112278732238957
196,1.960000000,sine_f1,0.069861871,2002,112278740009636,112278742234841
197,1.970000000,sine_f1,0.069922291,2002,112278750009114,112278752238489
198,1.980000000,sine_f1,0.069965459,2002,112278760006493,112278762233184
199,1.990000000,sine_f1,0.069991364,2002,112278770006418,112278772232720
200,2.000000000,sine_f1,0.070000000,2002,112278780006150,112278782405570
201,2.010000000,sine_f1,0.069991364,2002,112278790095035,112278792269387
202,2.020000000,sine_f1,0.069965459,2002,112278800083838,112278802247583
203,2.030000000,sine_f1,0.069922291,2002,112278810090391,112278812251718
204,2.040000000,sine_f1,0.069861871,2002,112278820089709,112278822263300
