sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,114408983663953,114408984103702
1,0.010000000,center,0.000000000,2048,114408993730512,114408994100484
2,0.020000000,center,0.000000000,2048,114409003724384,114409004099731
3,0.030000000,center,0.000000000,2048,114409013725307,114409014097989
4,0.040000000,center,0.000000000,2048,114409023723793,114409024098172
5,0.050000000,center,0.000000000,2048,114409033723512,114409034101244
6,0.060000000,center,0.000000000,2048,114409043724338,114409044098550
7,0.070000000,center,0.000000000,2048,114409053723166,114409054099281
8,0.080000000,center,0.000000000,2048,114409063723549,114409064102205
9,0.090000000,center,0.000000000,2048,114409073723038,114409074104179
10,0.100000000,center,0.000000000,2048,114409083723695,114409084099395
11,0.110000000,center,0.000000000,2048,114409093724371,114409094102875
12,0.120000000,center,0.000000000,2048,114409103723964,114409104103392
13,0.130000000,center,0.000000000,2048,114409113725181,114409114104851
14,0.140000000,center,0.000000000,2048,114409123726415,114409124100832
15,0.150000000,center,0.000000000,2048,114409133724411,114409134122338
16,0.160000000,center,0.000000000,2048,114409143728184,114409144107619
17,0.170000000,center,0.000000000,2048,114409153728000,114409154129460
18,0.180000000,center,0.000000000,2048,114409163724157,114409164101834
19,0.190000000,center,0.000000000,2048,114409173734161,114409175142728
20,0.200000000,center,0.000000000,2048,114409183727738,114409184102593
21,0.210000000,center,0.000000000,2048,114409193730106,114409194109256
22,0.220000000,center,0.000000000,2048,114409203734253,114409205097407
23,0.230000000,center,0.000000000,2048,114409213726275,114409214104168
24,0.240000000,center,0.000000000,2048,114409223724938,114409224110251
25,0.250000000,center,0.000000000,2048,114409233724098,114409234099954
26,0.260000000,center,0.000000000,2048,114409243723999,114409244097811
27,0.270000000,center,0.000000000,2048,114409253724167,114409254125063
28,0.280000000,center,0.000000000,2048,114409263723968,114409264100449
29,0.290000000,center,0.000000000,2048,114409273723961,114409274105379
30,0.300000000,center,0.000000000,2048,114409283724580,114409284148350
31,0.310000000,center,0.000000000,2048,114409293724658,114409294104808
32,0.320000000,center,0.000000000,2048,114409303724287,114409304126295
33,0.330000000,center,0.000000000,2048,114409313724568,114409314104620
34,0.340000000,center,0.000000000,2048,114409323724502,114409324103279
35,0.350000000,center,0.000000000,2048,114409333725068,114409334101030
36,0.360000000,center,0.000000000,2048,114409343724619,114409344087186
37,0.370000000,center,0.000000000,2048,114409353724978,114409354079707
38,0.380000000,center,0.000000000,2048,114409363723707,114409364079721
39,0.390000000,center,0.000000000,2048,114409373725999,114409374094203
40,0.400000000,center,0.000000000,2048,114409383723761,114409384080764
41,0.410000000,center,0.000000000,2048,114409393729933,114409395091257
42,0.420000000,center,0.000000000,2048,114409403724151,114409405094794
43,0.430000000,center,0.000000000,2048,114409413726264,114409414060991
44,0.440000000,center,0.000000000,2048,114409423724868,114409424078193
