sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,111860275797691,111860277240694
1,0.010000000,center,0.000000000,2048,111860285860013,111860287304941
2,0.020000000,center,0.000000000,2048,111860295858784,111860297221061
3,0.030000000,center,0.000000000,2048,111860305857526,111860307225540
4,0.040000000,center,0.000000000,2048,111860315857894,111860317218553
5,0.050000000,center,0.000000000,2048,111860325857417,111860327223047
6,0.060000000,center,0.000000000,2048,111860335857144,111860337219287
7,0.070000000,center,0.000000000,2048,111860345861019,111860347224337
8,0.080000000,center,0.000000000,2048,111860355857690,111860357223776
9,0.090000000,center,0.000000000,2048,111860365856514,111860367223270
10,0.100000000,center,0.000000000,2048,111860375857005,111860377226354
11,0.110000000,center,0.000000000,2048,111860385859453,111860387214655
12,0.120000000,center,0.000000000,2048,111860395860683,111860397219902
13,0.130000000,center,0.000000000,2048,111860405857420,111860407224557
14,0.140000000,center,0.000000000,2048,111860415856797,111860417217542
15,0.150000000,center,0.000000000,2048,111860425855654,111860427223429
16,0.160000000,center,0.000000000,2048,111860435856666,111860437226232
17,0.170000000,center,0.000000000,2048,111860445855185,111860447221019
18,0.180000000,center,0.000000000,2048,111860455857104,111860457219218
19,0.190000000,center,0.000000000,2048,111860465856752,111860467222000
20,0.200000000,center,0.000000000,2048,111860475856510,111860477224484
21,0.210000000,center,0.000000000,2048,111860485859409,111860487227607
22,0.220000000,center,0.000000000,2048,111860495855755,111860497223658
23,0.230000000,center,0.000000000,2048,111860505856588,111860507231774
24,0.240000000,center,0.000000000,2048,111860515856768,111860517225156
25,0.250000000,center,0.000000000,2048,111860525856816,111860527223368
26,0.260000000,center,0.000000000,2048,111860535856632,111860537201892
27,0.270000000,center,0.000000000,2048,111860545856565,111860547200720
28,0.280000000,center,0.000000000,2048,111860555860250,111860557205619
29,0.290000000,center,0.000000000,2048,111860565856900,111860567200468
30,0.300000000,center,0.000000000,2048,111860575857109,111860577201765
31,0.310000000,center,0.000000000,2048,111860585859768,111860587204849
32,0.320000000,center,0.000000000,2048,111860595857025,111860597199364
33,0.330000000,center,0.000000000,2048,111860605856581,111860607199768
34,0.340000000,center,0.000000000,2048,111860615855956,111860617204209
35,0.350000000,center,0.000000000,2048,111860625857533,111860627204126
36,0.360000000,center,0.000000000,2048,111860635856971,111860637201306
37,0.370000000,center,0.000000000,2048,111860645856581,111860647213106
38,0.380000000,center,0.000000000,2048,111860655855454,111860657200920
39,0.390000000,center,0.000000000,2048,111860665856195,111860667198599
40,0.400000000,center,0.000000000,2048,111860675859029,111860677202640
41,0.410000000,center,0.000000000,2048,111860685858291,111860687207551
42,0.420000000,center,0.000000000,2048,111860695857343,111860697205025
43,0.430000000,center,0.000000000,2048,111860705856449,111860707197699
