sequence,scheduled_time_s,phase,goal_rad,goal_tick,tx_start_ns,tx_end_ns
0,0.000000000,center,0.000000000,2048,111791124035251,111791125754905
1,0.010000000,center,0.000000000,2048,111791134094200,111791135728721
2,0.020000000,center,0.000000000,2048,111791144173827,111791145688740
3,0.030000000,center,0.000000000,2048,111791154174616,111791155706891
4,0.040000000,center,0.000000000,2048,111791164172777,111791165707520
5,0.050000000,center,0.000000000,2048,111791174174556,111791175761105
6,0.060000000,center,0.000000000,2048,111791184178233,111791185755171
7,0.070000000,center,0.000000000,2048,111791194178452,111791195767512
8,0.080000000,center,0.000000000,2048,111791204178512,111791205776696
9,0.090000000,center,0.000000000,2048,111791214178351,111791215869652
10,0.100000000,center,0.000000000,2048,111791224182077,111791225872410
11,0.110000000,center,0.000000000,2048,111791234171937,111791235871284
12,0.120000000,center,0.000000000,2048,111791244171807,111791245755449
13,0.130000000,center,0.000000000,2048,111791254171556,111791255761528
14,0.140000000,center,0.000000000,2048,111791264177926,111791265770133
15,0.150000000,center,0.000000000,2048,111791274167508,111791275755654
16,0.160000000,center,0.000000000,2048,111791284177093,111791285751566
17,0.170000000,center,0.000000000,2048,111791294172679,111791295751369
18,0.180000000,center,0.000000000,2048,111791304181149,111791305754554
19,0.190000000,center,0.000000000,2048,111791314171274,111791315756045
20,0.200000000,center,0.000000000,2048,111791324170929,111791325755823
21,0.210000000,center,0.000000000,2048,111791334171277,111791335872269
22,0.220000000,center,0.000000000,2048,111791344089899,111791345759144
23,0.230000000,center,0.000000000,2048,111791354178670,111791355757462
24,0.240000000,center,0.000000000,2048,111791364173287,111791365756751
25,0.250000000,center,0.000000000,2048,111791374171169,111791375755558
26,0.260000000,center,0.000000000,2048,111791384170950,111791385755357
27,0.270000000,center,0.000000000,2048,111791394171786,111791395868701
28,0.280000000,center,0.000000000,2048,111791404101199,111791405751669
29,0.290000000,center,0.000000000,2048,111791414173116,111791415754274
30,0.300000000,center,0.000000000,2048,111791424170875,111791425754361
31,0.310000000,center,0.000000000,2048,111791434178324,111791435863537
32,0.320000000,center,0.000000000,2048,111791444171192,111791445866269
