host_time_ns,tx_start_ns,tx_end_ns,rx_end_ns,cycle_index,time_s,phase,acquisition_kind,overrun_ns,q_cmd_rad,goal_position_tick,q_present_rad,present_position_tick,dq_present_rad_s,present_velocity_raw,current_A_joint,present_current_raw,pwm_percent,present_pwm_raw,position_trajectory_rad,position_trajectory_tick,velocity_trajectory_rad_s,velocity_trajectory_raw,input_voltage_V,temperature_C,realtime_tick_ms,moving,moving_status,hardware_error
114351406107063,114351404585836,114351404998686,114351406107063,0,0.000000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,22989,0,1,
114351417125183,114351414653222,114351416013785,114351417125183,1,0.010000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,0.904000,-8,0.000000000,2048,0.000000000,0,12.400,35,23000,0,1,
114351426092172,114351424647823,114351424995740,114351426092172,2,0.020000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.003360000,-1,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,23009,0,1,
114351437098733,114351434649623,114351435999234,114351437098733,3,0.030000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.003360000,-1,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,23020,0,1,
114351447135214,114351444646656,114351445996094,114351447135214,4,0.040000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.006720000,-2,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,23030,0,1,
114351457104719,114351454649206,114351455998435,114351457104719,5,0.050000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,0.904000,-8,0.000000000,2048,0.000000000,0,12.400,35,23040,0,1,
114351467095862,114351464651127,114351465998891,114351467095862,6,0.060000000,center,state,0,0.000000000,2048,-0.001533981,2049,0.000000000,0,0.000000000,0,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,23050,0,1,
114351476092014,114351474647644,114351474995320,114351476092014,7,0.070000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,0.904000,-8,0.000000000,2048,0.000000000,0,12.400,35,23059,0,1,
114351487100075,114351484646734,114351485999263,114351487100075,8,0.080000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.006720000,-2,1.017000,-9,0.000000000,2048,0.000000000,0,12.400,35,23070,0,1,
114351497095673,114351494646159,114351495996620,114351497095673,9,0.090000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,0.904000,-8,0.000000000,2048,0.000000000,0,12.400,35,23080,0,1,
