host_time_ns,tx_start_ns,tx_end_ns,rx_end_ns,cycle_index,time_s,phase,acquisition_kind,overrun_ns,q_cmd_rad,goal_position_tick,q_present_rad,present_position_tick,dq_present_rad_s,present_velocity_raw,current_A_joint,present_current_raw,pwm_percent,present_pwm_raw,position_trajectory_rad,position_trajectory_tick,velocity_trajectory_rad_s,velocity_trajectory_raw,input_voltage_V,temperature_C,realtime_tick_ms,moving,moving_status,hardware_error
113406660752693,113406656403351,113406658673001,113406660752693,0,0.000000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16848,0,1,
113406670594678,113406666463702,113406668617544,113406670594678,1,0.010000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,16858,0,1,
113406680574280,113406676471336,113406678549468,113406680574280,2,0.020000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,16868,0,1,
113406690565693,113406686549339,113406688548069,113406690565693,3,0.030000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16878,0,1,
113406700564204,113406696495584,113406698547860,113406700564204,4,0.040000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16888,0,1,
113406710564534,113406706463266,113406708550358,113406710564534,5,0.050000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.006720000,2,-1.017000,9,0.000000000,2048,0.000000000,0,12.400,33,16898,0,1,
113406720626512,113406716459428,113406718613214,113406720626512,6,0.060000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.678000,6,0.000000000,2048,0.000000000,0,12.400,33,16908,0,1,
113406730624674,113406726461575,113406728614215,113406730624674,7,0.070000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.017000,9,0.000000000,2048,0.000000000,0,12.400,33,16918,0,1,
113406740626917,113406736461367,113406738611849,113406740626917,8,0.080000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,16928,0,1,
113406750634254,113406746460784,113406748613798,113406750634254,9,0.090000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-1.017000,9,0.000000000,2048,0.000000000,0,12.400,33,16938,0,1,
113406760640603,113406756460676,113406758620388,113406760640603,10,0.100000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16948,0,1,
113406770652830,113406766460473,113406768622671,113406770652830,11,0.110000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,-0.003360000,1,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16958,0,1,
113406780654507,113406776461012,113406778633796,113406780654507,12,0.120000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,16968,0,1,
113406790661864,113406786460567,113406788641992,113406790661864,13,0.130000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16978,0,1,
113406800680313,113406796460914,113406798636051,113406800680313,14,0.140000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16988,0,1,
113406810692261,113406806461422,113406808639715,113406810692261,15,0.150000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,16998,0,1,
113406820708072,113406816461282,113406818650238,113406820708072,16,0.160000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,-0.003360000,1,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17008,0,1,
113406830707922,113406826459867,113406828654156,113406830707922,17,0.170000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17018,0,1,
113406840716036,113406836461529,113406838650494,113406840716036,18,0.180000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17028,0,1,
113406850724581,113406846461874,113406848647095,113406850724581,19,0.190000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17038,0,1,
113406860736031,113406856461965,113406858645273,113406860736031,20,0.200000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,0.000000000,0,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17048,0,1,
113406870728470,113406866461853,113406868635145,113406870728470,21,0.210000000,center,state,0,0.000000000,2048,0.000000000,2048,0.000000000,0,-0.003360000,1,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17058,0,1,
113406880715437,113406876461679,113406878632447,113406880715437,22,0.220000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,-0.003360000,1,-0.904000,8,0.000000000,2048,0.000000000,0,12.400,33,17068,0,1,
113406890728106,113406886461731,113406888648996,113406890728106,23,0.230000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,17078,0,1,
113406900724257,113406896461630,113406898631031,113406900724257,24,0.240000000,center,state,0,0.000000000,2048,0.001533981,2047,0.000000000,0,0.000000000,0,-0.791000,7,0.000000000,2048,0.000000000,0,12.400,33,17088,0,1,
